"f_proposer_index","f_slot","f_graffiti","f_pool_name"
293624,4126975,"RP-GL v1.4.2 (RP4LIFE)","rocket_pool"
331626,4127097,"RP-N v1.2.4","rocket_pool"
299495,4127345,"RP-GL v1.4.2","rocket_pool"
393183,4127446,"RP-GL v1.4.0 (schorz)","rocket_pool"
266979,4127450,"Rocket Pool ⚡️Allnodes","rocket_pool"
267698,4127546,"RP-GN v1.4.2","rocket_pool"
261336,4127575,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
313352,4127631,"(o0o Dinochrome Brigade o0o)","rocket_pool"
324524,4127685,"RP-GL v1.4.2 (I'm a noob)","rocket_pool"
266980,4127724,"RP-GT v1.4.1","rocket_pool"
267990,4127732,"RP-XP v1.4.1","rocket_pool"
393685,4127756,"RP-GL v1.4.2 (Connors_NUC)","rocket_pool"
296833,4115099,"RP-GL v1.4.2 (RP4LIFE)","rocket_pool"
313219,4115311,"RP-N v1.2.4","rocket_pool"
306723,4115321,"RP-GL v1.4.2","rocket_pool"
272647,4115942,"RP-NN v1.4.2 (meek was here)","rocket_pool"
270740,4116093,"RP-GP v1.4.2","rocket_pool"
279387,4116132,"RP-GT v1.4.2","rocket_pool"
275267,4116172,"RP-GT v1.4.2","rocket_pool"
284638,4116176,"RP-GN v1.4.1","rocket_pool"
268304,4116184,"RP-GL v1.4.2","rocket_pool"
257545,4116383,"RP-XP v1.4.2 (intelligence.org)","rocket_pool"
393756,4116467,"RP-XT v1.4.2","rocket_pool"
332128,4116530,"RP-XL v1.4.2 (b<3p)","rocket_pool"
323031,4114901,"PK-NET 01","rocket_pool"
271870,4114974,"RP-GL v1.4.2 (bigdeek-goesdeep)","rocket_pool"
311990,4114987,"RP-NN v1.4.2 (meek was here)","rocket_pool"
257538,4128056,"RP-GL v1.4.2 (sw00t)","rocket_pool"
263471,4127941,"RP-GT v1.4.2 (~ETH IS TRUTH~)","rocket_pool"
313110,4127956,"RP-N v1.2.4","rocket_pool"
296829,4127792,"RP-GL v1.4.2 (RP4LIFE)","rocket_pool"
265545,4127846,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
331609,4127855,"RP-N v1.2.4","rocket_pool"
330326,4127899,"RP-N v1.2.4","rocket_pool"
307259,4128098,"RP-GT v1.4.2","rocket_pool"
362240,4128007,"Rocket Pool ⚡️Allnodes","rocket_pool"
267680,4128130,"RP-XL v1.4.2","rocket_pool"
393028,4128196,"RP-XL v1.4.2","rocket_pool"
275271,4128151,"Rocket Pool ⚡️Allnodes","rocket_pool"
284392,4128258,"RP-GT v1.4.2","rocket_pool"
261338,4128154,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
289902,4128164,"RP-GL v1.4.2 (wortels)","rocket_pool"
314068,4128277,"RP-N v1.2.4","rocket_pool"
392989,4128167,"RP-XL v1.4.2","rocket_pool"
354207,4128288,"RP-BL v1.4.2 (MuP BaM !!! <3)","rocket_pool"
305625,4128618,"RP-GL v1.4.2","rocket_pool"
397022,4128499,"Rocket Pool ⚡️Allnodes","rocket_pool"
272646,4128552,"RP-NN v1.4.2 (meek was here)","rocket_pool"
332612,4128655,"RP-GL v1.4.2","rocket_pool"
262320,4128770,"Rocket Pool ⚡️Allnodes","rocket_pool"
261263,4128708,"RP-GL v1.4.2","rocket_pool"
307539,4128716,"RP-GL v1.4.2","rocket_pool"
266993,4129203,"RP-GP v1.4.2","rocket_pool"
277159,4129023,"RP-L v1.4.2 (rocket pool 🦉)","rocket_pool"
273215,4129024,"RP-NN v1.4.2 (meek was here)","rocket_pool"
372994,4129038,"RP-GT v1.4.2","rocket_pool"
332540,4129071,"RP-GL v1.4.2","rocket_pool"
313046,4128912,"RP-GN v1.4.2","rocket_pool"
326535,4128953,"RP-GN v1.4.2","rocket_pool"
324857,4129103,"RP-GN v1.4.2","rocket_pool"
279931,4129249,"RP-GT v1.4.2","rocket_pool"
288454,4129547,"RP-GL v1.4.2","rocket_pool"
268345,4129302,"RP-L v1.2.4 (Lighthouse baby!)","rocket_pool"
265523,4129390,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
278473,4129575,"Rocket Pool ⚡️Allnodes","rocket_pool"
272822,4129623,"RP-GN v1.4.2","rocket_pool"
276140,4130162,"RP-GT v1.4.2","rocket_pool"
254382,4129954,"RP-GN v1.4.2 (Made on a Pi 4!)","rocket_pool"
314550,4130028,"RP-GL v1.4.2","rocket_pool"
299809,4130574,"RP-GL v1.4.2","rocket_pool"
394807,4130700,"Rocket Pool ⚡️Allnodes","rocket_pool"
384941,4130779,"RP-GL v1.4.2","rocket_pool"
267529,4130781,"RP-GL v1.4.2 (Answer is 42)","rocket_pool"
260554,4130861,"RP-GT v1.4.2 (PSLAVPROD)","rocket_pool"
260653,4130902,"RP-GP v1.4.2 (bandello.eth)","rocket_pool"
314294,4131057,"RP-GN v1.4.2","rocket_pool"
261322,4131060,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
305005,4129824,"RP-BL v1.4.2 (no rulers)","rocket_pool"
281225,4129860,"Rocket Pool ⚡️Allnodes","rocket_pool"
267930,4129874,"RP-GL v1.4.2","rocket_pool"
324841,4129884,"RP-GL v1.4.2 (i <3 bananas)","rocket_pool"
282562,4129895,"RP-GL v1.4.2","rocket_pool"
314870,4129927,"RP-GN v1.4.2","rocket_pool"
272649,4130239,"RP-NN v1.4.2 (meek was here)","rocket_pool"
263808,4130289,"RP-GT v1.4.2","rocket_pool"
270142,4130298,"Rocket Pool ⚡️Allnodes","rocket_pool"
310261,4130435,"RP-GL v1.4.2","rocket_pool"
291054,4130496,"RP-BN v1.4.2 (Hitsuzen.eth)","rocket_pool"
265523,4131009,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
312921,4131211,"RP-GN v1.4.2","rocket_pool"
275513,4131316,"RP-T v1.0.0 (ETH)","rocket_pool"
262821,4131701,"RP-GN v1.4.2 (sfumatonopecatto)","rocket_pool"
324765,4131733,"Rocket Pool ⚡️Allnodes","rocket_pool"
263491,4131736,"RP-GN v1.4.2 (mondes possibles)","rocket_pool"
400558,4131752,"RP-XL v1.4.2 (covfefefe)","rocket_pool"
267663,4131807,"RP-XL v1.4.2 (poop)","rocket_pool"
292276,4131829,"RP-GL v1.4.2","rocket_pool"
291732,4131900,"RP-GL v1.4.2","rocket_pool"
266999,4132003,"RP-GL v1.4.2","rocket_pool"
299110,4132022,"RP-GL v1.4.2","rocket_pool"
329450,4132197,"RP-GN v1.4.2","rocket_pool"
307517,4132332,"RP-PL v1.4.2 (🚀 💸)","rocket_pool"
313110,4132427,"RP-GN v1.4.2","rocket_pool"
288417,4132464,"RP-XL v1.4.2 (saki)","rocket_pool"
284133,4132538,"RP-GP v1.4.2","rocket_pool"
286799,4132605,"Rocket Pool ⚡️Allnodes","rocket_pool"
325957,4132647,"RP-GL v1.4.2 (dubfers)","rocket_pool"
263494,4132721,"RP-XT v1.4.2","rocket_pool"
315034,4132838,"RP-GN v1.4.2","rocket_pool"
303896,4132940,"RP-GL v1.4.2","rocket_pool"
260658,4132941,"RP-GL v1.4.2","rocket_pool"
313393,4132986,"RP-GN v1.4.2","rocket_pool"
314538,4133169,"RP-GL v1.4.2","rocket_pool"
332034,4133197,"RP-GL v1.4.2","rocket_pool"
325953,4133230,"RP-GL v1.4.2 (dubfers)","rocket_pool"
392422,4133291,"Avado Teku","rocket_pool"
307254,4133419,"RP-GN v1.4.2","rocket_pool"
395782,4133420,"RP-XT v1.4.2","rocket_pool"
329571,4133466,"RP-GL v1.4.2","rocket_pool"
353524,4133553,"RP-IP v1.4.0","rocket_pool"
261361,4133600,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
257557,4133771,"🔴🟠🟡🟢🔵🟣","rocket_pool"
275285,4133972,"RP-GN v1.4.2","rocket_pool"
267533,4134126,"RP-GP v1.4.2","rocket_pool"
262925,4134469,"RP-L v1.2.4","rocket_pool"
354132,4134618,"RP-GT v1.4.2","rocket_pool"
392848,4134620,"Avado Teku","rocket_pool"
287727,4134650,"Rocket Pool ⚡️Allnodes","rocket_pool"
262709,4134836,"RP-GL v1.4.2 (ar-rpl)","rocket_pool"
332252,4134876,"RP-GL v1.4.2","rocket_pool"
314206,4134878,"RP-GN v1.4.2","rocket_pool"
260941,4134968,"RP-XL v1.4.2 (poop)","rocket_pool"
273577,4135090,"Rocket Pool ⚡️Allnodes","rocket_pool"
313264,4135189,"RP-GN v1.4.2","rocket_pool"
261071,4135205,"RP-GL v1.4.2 (so-stake-we-all)","rocket_pool"
393142,4135234,"Rocket Pool ⚡️Allnodes","rocket_pool"
313363,4135244,"RP-GN v1.4.2","rocket_pool"
330326,4135280,"RP-GN v1.4.2","rocket_pool"
300834,4135589,"Rocket Pool ⚡️Allnodes","rocket_pool"
392566,4135601,"Rocket Pool ⚡️Allnodes","rocket_pool"
313393,4135828,"RP-GN v1.4.2","rocket_pool"
390801,4135889,"RP-GT v1.4.2","rocket_pool"
282502,4135964,"RP-GL v1.4.2","rocket_pool"
332832,4136129,"RP-GL v1.4.2","rocket_pool"
295889,4136134,"RP-GN v1.4.2","rocket_pool"
313098,4136235,"RP-GN v1.4.2","rocket_pool"
323036,4136272,"RP-GN v1.4.2","rocket_pool"
260678,4136293,"RP-L v1.2.4","rocket_pool"
295378,4136335,"RP-GN v1.4.2","rocket_pool"
393284,4136398,"Rocket Pool ⚡️Allnodes","rocket_pool"
268009,4136415,"RP-GN v1.4.2","rocket_pool"
267020,4136422,"RP-IP v1.4.0","rocket_pool"
312347,4136426,"RP-GL v1.4.2","rocket_pool"
260650,4136447,"RP-BN v1.4.2","rocket_pool"
313764,4136461,"RP-NN v1.4.2 (meek was here)","rocket_pool"
394718,4136473,"Rocket Pool ⚡️Allnodes","rocket_pool"
288234,4136623,"RP-GL v1.4.2","rocket_pool"
312395,4136630,"RP-GL v1.4.2","rocket_pool"
271852,4136733,"RP-GN v1.4.1 (1ac-future)","rocket_pool"
266700,4136942,"RP-GT v1.4.2 (~ETH IS TRUTH~)","rocket_pool"
291055,4136943,"RP-BN v1.4.2 (Hitsuzen.eth)","rocket_pool"
295384,4137108,"RP-GN v1.4.2","rocket_pool"
300468,4137164,"RP-GN v1.4.2","rocket_pool"
267971,4137264,"RP-BN v1.4.2","rocket_pool"
293611,4137451,"RP-GL v1.4.2","rocket_pool"
281137,4137511,"RP-GT v1.4.0 (all in baby)","rocket_pool"
267941,4137540,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
300220,4137574,"Rocket Pool ⚡️Allnodes","rocket_pool"
266102,4137671,"RP-GN v1.4.2","rocket_pool"
261368,4137754,"RP-XP v1.4.1","rocket_pool"
332666,4137757,"RP-GL v1.4.2","rocket_pool"
387564,4137773,"RP-BT v1.4.2","rocket_pool"
327927,4137775,"RP-GL v1.4.2","rocket_pool"
260867,4137799,"RP-L v1.3.1","rocket_pool"
272810,4137904,"RP-GN v1.4.2","rocket_pool"
299513,4137910,"RP-GL v1.4.2","rocket_pool"
393877,4137978,"Rocket Pool ⚡️Allnodes","rocket_pool"
313102,4137992,"RP-GN v1.4.2","rocket_pool"
261667,4138138,"Rocket Pool ⚡️Allnodes","rocket_pool"
275821,4138153,"RP-GN v1.4.2","rocket_pool"
302885,4138305,"RP-GL v1.4.2","rocket_pool"
354207,4138696,"RP-BL v1.4.2 (MuP BaM !!! <3)","rocket_pool"
397289,4138794,"Rocket Pool ⚡️Allnodes","rocket_pool"
324855,4138933,"RP-GN v1.4.2","rocket_pool"
269223,4139008,"RP-P v1.1.3","rocket_pool"
294918,4139086,"Rocket Pool ⚡️Allnodes","rocket_pool"
262930,4139159,"RP-GL v1.4.2","rocket_pool"
288988,4139164,"RP-GL v1.4.2","rocket_pool"
275811,4139193,"RP-GN v1.4.2","rocket_pool"
269459,4139238,"RP-IP v1.4.0","rocket_pool"
256316,4139297,"RP-GL v1.4.1 (superphiz)","rocket_pool"
357672,4139306,"Rocket Pool ⚡️Allnodes","rocket_pool"
265779,4139405,"RP-GT v1.4.1 (Wuv Fay)","rocket_pool"
260548,4139421,"RP-GL v1.4.2","rocket_pool"
302376,4139509,"RP-GP v1.4.1","rocket_pool"
362148,4139581,"Rocket Pool ⚡️Allnodes","rocket_pool"
257586,4139800,"RP-GT v1.4.2 (|||)","rocket_pool"
276501,4139809,"Rocket Pool ⚡️Allnodes","rocket_pool"
304051,4139910,"RP-GL v1.4.2","rocket_pool"
267931,4139931,"RP-GL v1.4.2","rocket_pool"
324521,4140089,"RP-GL v1.4.2 (I'm a noob)","rocket_pool"
260859,4140100,"RP-GN v1.4.2","rocket_pool"
330444,4140135,"RP-BT v1.4.2","rocket_pool"
271830,4140143,"Rocket Pool ⚡️Allnodes","rocket_pool"
256447,4140213,"RP-XL v1.4.2 (Brrr)","rocket_pool"
332617,4140220,"RP-GL v1.4.1","rocket_pool"
268266,4140387,"RP-L v1.3.1","rocket_pool"
283171,4140421,"RP-NN v1.4.2 (meek was here)","rocket_pool"
277528,4140488,"RP-GT v1.4.2","rocket_pool"
269263,4140517,"RP-GL v1.4.2","rocket_pool"
284636,4140814,"RP-GN v1.4.2","rocket_pool"
346933,4140834,"RP-GL v1.4.2 (built to last)","rocket_pool"
260677,4140926,"RP-XL v1.4.2 (istake.eth)","rocket_pool"
397260,4141084,"Rocket Pool ⚡️Allnodes","rocket_pool"
328597,4141287,"RP-GN v1.4.2","rocket_pool"
395817,4141303,"RP-XT v1.4.2","rocket_pool"
267690,4141361,"RP-GL v1.4.2","rocket_pool"
313213,4141406,"RP-GN v1.4.2","rocket_pool"
326760,4141542,"Rocket Pool ⚡️Allnodes","rocket_pool"
296813,4140610,"RP-L v1.3.1 (poapk1Ek5bH4dQFR)","rocket_pool"
260934,4140617,"Rocket Pool ⚡️Allnodes","rocket_pool"
302712,4141583,"Rocket Pool ⚡️Allnodes","rocket_pool"
288995,4141795,"RP-GN v1.4.1","rocket_pool"
302715,4141733,"RP-BT v1.4.2 (Mr Fox)","rocket_pool"
395680,4141920,"Avado Teku","rocket_pool"
269862,4141926,"RP-GL v1.4.2","rocket_pool"
275217,4141935,"RP-GP v1.4.2","rocket_pool"
266885,4141978,"RP-GN v1.4.2 (BakedEnt da king)","rocket_pool"
272657,4142089,"Rocket Pool ⚡️Allnodes","rocket_pool"
267977,4142102,"RP-GL v1.4.2 (ar-rpl)","rocket_pool"
266974,4142109,"RP-GN v1.4.2 (CAT 5 BREAD)","rocket_pool"
323023,4142269,"RP-GN v1.4.2","rocket_pool"
327915,4142313,"RP-GL v1.4.2","rocket_pool"
297048,4142342,"RP-BT v1.4.2 (Mr Fox)","rocket_pool"
312943,4142410,"RP-GL v1.4.2","rocket_pool"
292653,4142483,"Rocket Pool ⚡️Allnodes","rocket_pool"
313665,4142555,"RP-NN v1.4.2 (meek was here)","rocket_pool"
271090,4142582,"RP-GL v1.4.2","rocket_pool"
314339,4142700,"RP-GN v1.4.2","rocket_pool"
316304,4142917,"Rocket Pool ⚡️Allnodes","rocket_pool"
327925,4142978,"RP-GL v1.4.2","rocket_pool"
268328,4143123,"RP-GN v1.4.2 (BakedEnt da king)","rocket_pool"
287138,4143148,"Rocket Pool ⚡️Allnodes","rocket_pool"
275267,4140769,"RP-GT v1.4.2","rocket_pool"
272134,4140790,"RP-GN v1.4.2","rocket_pool"
269161,4143092,"RP-IP v1.4.0","rocket_pool"
269156,4143258,"RP-GL v1.4.2 (ar-rpl)","rocket_pool"
261342,4143391,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
274578,4143526,"Rocket Pool ⚡️Allnodes","rocket_pool"
384714,4143546,"RP-GL v1.4.2","rocket_pool"
267544,4143551,"Lighthouse/v2.3.1-564d7da","rocket_pool"
262821,4143639,"RP-GN v1.4.2 (sfumatonopecatto)","rocket_pool"
281787,4143679,"RP-GL v1.4.2","rocket_pool"
266459,4143682,"RP-GL v1.4.2","rocket_pool"
294448,4143769,"RP-NL v1.4.1 (RocketPoolRocket)","rocket_pool"
263513,4143797,"RP-T v1.3.1 (moonshot.eth)","rocket_pool"
325586,4143972,"Rocket Pool ⚡️Allnodes","rocket_pool"
391550,4143981,"RP-GT v1.4.2 (stillpoor)","rocket_pool"
396297,4144022,"RP-XL v1.4.2","rocket_pool"
305005,4144069,"RP-BL v1.4.2 (no rulers)","rocket_pool"
323006,4144223,"RP-GL v1.4.2","rocket_pool"
337984,4144321,"RP-BN v1.4.2 (FuriousGeorge)","rocket_pool"
278097,4144370,"RP-GT v1.4.2","rocket_pool"
326373,4144516,"RP-GP v1.4.2 (Blocks by DMinaj)","rocket_pool"
276010,4144560,"Rocket Pool ⚡️Allnodes","rocket_pool"
314545,4144574,"RP-GL v1.4.2","rocket_pool"
332226,4144602,"RP-GL v1.4.2","rocket_pool"
330341,4144615,"RP-GN v1.4.2","rocket_pool"
268887,4144631,"RP-BN v1.4.2","rocket_pool"
269861,4144697,"RP-GL v1.4.2","rocket_pool"
304168,4144716,"RP-GL v1.4.2","rocket_pool"
288236,4144857,"RP-GL v1.4.2","rocket_pool"
262690,4144901,"RP-GT v1.4.2","rocket_pool"
266968,4144998,"teku/v22.6.0","rocket_pool"
362249,4145007,"RP-GL v1.4.2 (🦆)","rocket_pool"
299894,4145041,"RP-GL v1.4.2","rocket_pool"
355664,4145097,"RP-BL v1.4.2 (MuP BaM !!! <3)","rocket_pool"
300458,4145152,"RP-GN v1.4.2","rocket_pool"
356168,4145176,"AVADO","rocket_pool"
344868,4145183,"Rocket Pool ⚡️Allnodes","rocket_pool"
313371,4145211,"RP-GN v1.4.2","rocket_pool"
332999,4145349,"RP-GL v1.4.2","rocket_pool"
257568,4145409,"RP-GN v1.4.2 (angrydog)","rocket_pool"
267423,4145419,"Rocket Pool ⚡️Allnodes","rocket_pool"
296190,4145523,"Rocket Pool ⚡️Allnodes","rocket_pool"
313478,4145545,"Rocket Pool ⚡️Allnodes","rocket_pool"
260878,4145659,"RP-GL v1.4.2","rocket_pool"
256453,4145664,"RP-GL v1.4.2 (DD <3 RP)","rocket_pool"
388784,4145888,"Rocket Pool ⚡️Allnodes","rocket_pool"
261276,4145889,"RP-GL v1.4.2","rocket_pool"
267920,4145928,"RP-L v1.2.4","rocket_pool"
296210,4145954,"Rocket Pool ⚡️Allnodes","rocket_pool"
395750,4146045,"RP-XT v1.4.2","rocket_pool"
292375,4146057,"RP-BT v1.4.2 (Mr Fox)","rocket_pool"
353484,4146132,"Rocket Pool ⚡️Allnodes","rocket_pool"
314574,4146178,"RP-GL v1.4.2","rocket_pool"
269046,4146460,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
260757,4146485,"teku/v22.6.0","rocket_pool"
273229,4146539,"RP-XP v1.4.2 (Meong)","rocket_pool"
290021,4146585,"RP-GL v1.4.2","rocket_pool"
271089,4146912,"RP-GL v1.4.2","rocket_pool"
329548,4146916,"RP-GL v1.4.2","rocket_pool"
393204,4147011,"Rocket Pool ⚡️Allnodes","rocket_pool"
272648,4147039,"RP-NN v1.4.2 (meek was here)","rocket_pool"
388083,4147062,"RP-XL v1.4.2","rocket_pool"
270743,4147073,"RP-GL v1.4.2 (for my gremlins)","rocket_pool"
273241,4147262,"RP-XP v1.4.2 (Meong)","rocket_pool"
268005,4147330,"RP-L v1.1.0 (joshbumscats)","rocket_pool"
263497,4147384,"RP-XT v1.4.2","rocket_pool"
325117,4147403,"RP-GN v1.4.2","rocket_pool"
264081,4147468,"RP-XL v1.4.2","rocket_pool"
278080,4147469,"RP-NN v1.4.2 (meek was here)","rocket_pool"
272649,4147485,"RP-NN v1.4.2 (meek was here)","rocket_pool"
323038,4147486,"RP-GN v1.4.2","rocket_pool"
265543,4147677,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
373104,4147713,"Rocket Pool ⚡️Allnodes","rocket_pool"
263103,4147762,"RP-GT v1.4.2 (|||)","rocket_pool"
315345,4147770,"Rocket Pool ⚡️Allnodes","rocket_pool"
293066,4147797,"RP-GL v1.4.2","rocket_pool"
260715,4147884,"RP-T v1.2.0 (yeet!)","rocket_pool"
392638,4147924,"RP-NL v1.4.2","rocket_pool"
314200,4147984,"RP-GN v1.4.2","rocket_pool"
268920,4148004,"RP-BN v1.4.2","rocket_pool"
262930,4148121,"RP-GL v1.4.2","rocket_pool"
286955,4148191,"RP-GP v1.4.2 (ETH 4 LIFE)","rocket_pool"
313400,4148345,"RP-GL v1.4.2 (so-stake-we-all)","rocket_pool"
274595,4148488,"RP-GN v1.4.2","rocket_pool"
276058,4148581,"RP-BL v1.4.2 (allsilent)","rocket_pool"
293606,4148636,"RP-GL v1.4.2 (RP4LIFE)","rocket_pool"
268265,4148775,"RP-GT v1.4.2","rocket_pool"
260559,4149031,"RP-GL v1.4.2 (CryptoHeads)","rocket_pool"
308985,4149085,"RP-GT v1.4.2 (all in baby)","rocket_pool"
260730,4149214,"RP-GN v1.4.2","rocket_pool"
256444,4149295,"RP-GN v1.4.2","rocket_pool"
266986,4149384,"RP-GL v1.4.2","rocket_pool"
289379,4149407,"RP-GL v1.4.2","rocket_pool"
261275,4149454,"RP-GL v1.4.2","rocket_pool"
292707,4149547,"RP-BT v1.4.2 (Mr Fox)","rocket_pool"
278086,4149618,"RP-GT v1.4.2","rocket_pool"
393752,4149687,"RP-XT v1.4.2","rocket_pool"
256314,4149777,"RP-T v1.0.0 (ETH)","rocket_pool"
362093,4149789,"RP-GL v1.4.2 (DYKTMM)","rocket_pool"
398325,4149845,"RP-BN v1.4.2 (tuga tuga pu!pu!)","rocket_pool"
284133,4149908,"RP-GP v1.4.2","rocket_pool"
272061,4149987,"RP-NN v1.4.2 (meek was here)","rocket_pool"
312112,4150414,"RP-GN v1.4.2","rocket_pool"
347559,4150051,"Rocket Pool ⚡️Allnodes","rocket_pool"
325621,4150054,"RP-NL v1.4.1 (RocketPoolRocket)","rocket_pool"
329431,4150264,"RP-GN v1.4.2","rocket_pool"
312961,4150786,"RP-BL v1.4.2 (no rulers)","rocket_pool"
393204,4150485,"Rocket Pool ⚡️Allnodes","rocket_pool"
267691,4150496,"RP-GL v1.4.2","rocket_pool"
331395,4150944,"Rocket Pool ⚡️Allnodes","rocket_pool"
267424,4150584,"RP-GP v1.4.2","rocket_pool"
312122,4150587,"RP-GN v1.4.2","rocket_pool"
367745,4150616,"Rocket Pool ⚡️Allnodes","rocket_pool"
393339,4150660,"Rocket Pool ⚡️Allnodes","rocket_pool"
313194,4151007,"RP-GN v1.4.2","rocket_pool"
266952,4151025,"RP-GL v1.4.2 (Guncheck's Block)","rocket_pool"
274523,4150801,"RP-GN v1.4.1 (1ac-future)","rocket_pool"
328598,4151065,"RP-GN v1.4.2","rocket_pool"
293340,4151390,"Rocket Pool ⚡️Allnodes","rocket_pool"
386468,4151409,"RP-GL v1.4.2","rocket_pool"
334867,4151436,"*.*","rocket_pool"
278473,4151451,"Rocket Pool ⚡️Allnodes","rocket_pool"
314572,4151333,"RP-XL v1.4.2","rocket_pool"
266572,4151344,"RP-GN v1.4.2 (BakedEnt da king)","rocket_pool"
323034,4151501,"RP-GN v1.4.2","rocket_pool"
268286,4151383,"RP-GL v1.4.2","rocket_pool"
401924,4151755,"RP-L v1.4.2 (rocket pool 🦉)","rocket_pool"
300448,4151574,"RP-GN v1.4.2","rocket_pool"
260934,4151609,"Rocket Pool ⚡️Allnodes","rocket_pool"
268345,4151810,"RP-L v1.2.4 (Lighthouse baby!)","rocket_pool"
261176,4151878,"Rocket Pool ⚡️Allnodes","rocket_pool"
331477,4151890,"RP-GL v1.4.2","rocket_pool"
313255,4151949,"RP-GL v1.4.2","rocket_pool"
306872,4151962,"RP-GN v1.4.2","rocket_pool"
263528,4151993,"RP-GL v1.4.2","rocket_pool"
332248,4152028,"RP-GL v1.4.2","rocket_pool"
272822,4152162,"RP-GN v1.4.2","rocket_pool"
308856,4152202,"RP-GL v1.4.2","rocket_pool"
399488,4152302,"RP-XT v1.4.2","rocket_pool"
260934,4152644,"Rocket Pool ⚡️Allnodes","rocket_pool"
296818,4152650,"RP-BT v1.4.2 (Mr Fox)","rocket_pool"
304174,4152674,"RP-GL v1.4.2","rocket_pool"
388573,4152875,"RP-GN v1.4.2","rocket_pool"
283065,4153183,"Rocket Pool ⚡️Allnodes","rocket_pool"
261367,4153212,"RP-BN v1.4.2","rocket_pool"
329554,4153241,"RP-GN v1.4.2","rocket_pool"
395762,4153595,"RP-XT v1.4.2","rocket_pool"
273246,4153634,"RP-XP v1.4.2 (Meong)","rocket_pool"
267041,4153887,"Rocket Pool ⚡️Allnodes","rocket_pool"
268480,4153893,"RP-GP v1.4.2","rocket_pool"
262832,4153917,"RP-GP v1.4.2","rocket_pool"
312987,4153962,"RP-GN v1.4.2","rocket_pool"
267673,4154291,"(o0o Dinochrome Brigade o0o)","rocket_pool"
299492,4154338,"RP-GL v1.4.2","rocket_pool"
268004,4154573,"RP-GN v1.4.2","rocket_pool"
373036,4154913,"RP-GT v1.4.2","rocket_pool"
322796,4154916,"Rocket Pool ⚡️Allnodes","rocket_pool"
313304,4155111,"RP-GN v1.4.2","rocket_pool"
267443,4155124,"RP-GL v1.4.2 (💛)","rocket_pool"
395049,4155151,"Rocket Pool ⚡️Allnodes","rocket_pool"
268907,4155273,"Lighthouse/v2.3.1-564d7da","rocket_pool"
299386,4155330,"RP-GL v1.4.2 (Mr Aku was here)","rocket_pool"
364599,4155625,"RP-GL v1.4.2 (DYKTMM)","rocket_pool"
331395,4155648,"Rocket Pool ⚡️Allnodes","rocket_pool"
267933,4155721,"RP-BL v1.4.2","rocket_pool"
299570,4155744,"RP-GL v1.4.2","rocket_pool"
269046,4155790,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
314852,4155800,"RP-GN v1.4.2","rocket_pool"
313232,4156050,"RP-NN v1.4.2 (meek was here)","rocket_pool"
355660,4156074,"RP-L v1.4.2 (BOOOOTTTSSS)","rocket_pool"
261313,4156140,"RP-GN v1.4.2 (Alea iacta est.)","rocket_pool"
257570,4156367,"RP-GL v1.4.2 (so-stake-we-all)","rocket_pool"
279973,4156652,"Rocket Pool ⚡️Allnodes","rocket_pool"
395823,4156692,"RP-XT v1.4.2","rocket_pool"
266286,4157045,"Rocket Pool ⚡️Allnodes","rocket_pool"
289226,4157256,"RP-GL v1.4.2 (UsingEtherNotDes)","rocket_pool"
267004,4157384,"RP-GL v1.4.2 (sw00t)","rocket_pool"
295768,4152358,"RP-GN v1.4.2","rocket_pool"
261669,4152366,"RP-XL v1.4.2 (high thumos)","rocket_pool"
295768,4152443,"RP-GN v1.4.2","rocket_pool"
393756,4152480,"RP-XT v1.4.2","rocket_pool"
289237,4152489,"RP-GL v1.4.2 (Its in the Vault)","rocket_pool"
273567,4152539,"Nimbus/v22.5.2-f124f2-stateofus","rocket_pool"
272665,4152558,"Rocket Pool ⚡️Allnodes","rocket_pool"
346086,4152569,"Rocket Pool ⚡️Allnodes","rocket_pool"
273237,4152765,"RP-XP v1.4.2 (Meong)","rocket_pool"
313175,4152797,"RP-GN v1.4.2","rocket_pool"
273562,4152801,"Nimbus/v22.5.2-f124f2-stateofus","rocket_pool"
307524,4152849,"RP-GN v1.4.2","rocket_pool"
306900,4153345,"Rocket Pool ⚡️Allnodes","rocket_pool"
272818,4153354,"RP-GN v1.4.2","rocket_pool"
265528,4153376,"RP-XT v1.4.1","rocket_pool"
284635,4153428,"RP-GN v1.4.2","rocket_pool"
313177,4153511,"RP-GN v1.4.2","rocket_pool"
289870,4153829,"RP-GT v1.4.2","rocket_pool"
291062,4154038,"RP-BN v1.4.2 (Hitsuzen.eth)","rocket_pool"
332226,4154056,"RP-GL v1.4.2","rocket_pool"
326369,4154082,"RP-GN v1.4.2","rocket_pool"
