"f_proposer_index","f_slot","f_graffiti","f_pool_name"
313752,3985440,"RP-NN v1.4.1 (meek was here)","rocket_pool"
261361,3985560,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
331368,3985615,"RP-L 1.3.0 (EIK143FSD)","rocket_pool"
326643,3985683,"RP-XL v1.4.1 (wocket pool yay)","rocket_pool"
284107,3985684,"RP-GL v1.4.1 (Stefan was here!)","rocket_pool"
305007,3985733,"RP-GL v1.4.1","rocket_pool"
260686,3985845,"RP-BT v1.4.1 (Rocketpool)","rocket_pool"
300027,3985882,"RP-GT v1.4.0","rocket_pool"
289379,3985911,"RP-GL v1.4.1","rocket_pool"
312998,3985985,"RP-N v1.2.4","rocket_pool"
267541,3986013,"RP-L v1.2.4 (Lighthouse baby!)","rocket_pool"
263372,3986039,"RP-GL v1.4.1","rocket_pool"
395767,3986122,"RP-T v1.3.1","rocket_pool"
269145,3986152,"Rocket Pool ⚡️Allnodes","rocket_pool"
369528,3986320,"RP-BT v1.4.1","rocket_pool"
266941,3986359,"RP-L 1.3.0 (Guncheck's Block)","rocket_pool"
257567,3986584,"RP-NL v1.4.1 (austy_i_stuck)","rocket_pool"
279896,3986863,"RP-T 1.3.0","rocket_pool"
331395,3986922,"Rocket Pool ⚡️Allnodes","rocket_pool"
262941,3986986,"RP-BN v1.4.1","rocket_pool"
257536,3987131,"RP-L v1.3.1 (cleaver)","rocket_pool"
331845,3987135,"Rocket Pool ⚡️Allnodes","rocket_pool"
281783,3987175,"RP-GL v1.4.1","rocket_pool"
298904,3987244,"RP-BT v1.4.1 (Mr Fox)","rocket_pool"
299525,3987369,"RP-BT v1.4.1 (Mr Fox)","rocket_pool"
267684,3987475,"RP-GL v1.4.1","rocket_pool"
394730,3987664,"Rocket Pool ⚡️Allnodes","rocket_pool"
313096,3987788,"RP-N v1.2.4","rocket_pool"
270522,3987805,"RP-GL v1.4.1 (goldipeek)","rocket_pool"
272812,3987808,"RP-N v1.2.4","rocket_pool"
266287,3987819,"RP-GN v1.4.1 (BakedEnt da king)","rocket_pool"
275233,3987906,"RP-GP v1.4.1","rocket_pool"
325958,3987940,"RP-L v1.3.1 (dubfers)","rocket_pool"
313247,3988006,"RP-N v1.2.4","rocket_pool"
277529,3988059,"RP-GT v1.4.0","rocket_pool"
364601,3988176,"RP-GL v1.4.1 (DYKTMM)","rocket_pool"
314662,3988179,"RP-N v1.2.4","rocket_pool"
296812,3988338,"Rocket Pool ⚡️Allnodes","rocket_pool"
309078,3988353,"RP-NL v1.4.1 (RocketPoolRocket)","rocket_pool"
354568,3988403,"RP-L 1.3.0 (bzzzt)","rocket_pool"
305421,3988437,"RP-L v1.2.4","rocket_pool"
395784,3988504,"RP-T v1.3.1","rocket_pool"
293648,3988580,"RP-BT v1.4.1 (Mr Fox)","rocket_pool"
388868,3988613,"RP-GN v1.4.0 (rocketpool.net)","rocket_pool"
271771,3988645,"RP-GL v1.4.1","rocket_pool"
271857,3988673,"RP-NN v1.4.1 (meek was here)","rocket_pool"
261340,3988692,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
293763,3973204,"RP-GN v1.4.1 (OI JOSUKE)","rocket_pool"
269459,3973247,"RP-IP v1.4.0","rocket_pool"
267434,3973656,"RP-GL v1.4.1 (NachoBlockHomes)","rocket_pool"
278080,3989077,"RP-NN v1.4.1 (meek was here)","rocket_pool"
334807,3989220,"Rocket Pool ⚡️Allnodes","rocket_pool"
300016,3989224,"RP-GT v1.4.0","rocket_pool"
260674,3989246,"RP-L v1.2.4","rocket_pool"
272657,3989887,"Rocket Pool ⚡️Allnodes","rocket_pool"
260602,3989000,"RP-T v1.3.1","rocket_pool"
361072,3989017,"RP-T v1.3.1","rocket_pool"
269450,3989042,"RP-GL v1.4.1","rocket_pool"
332104,3989390,"Rocket Pool ⚡️Allnodes","rocket_pool"
260555,3989628,"Amber x Lumine","rocket_pool"
288994,3989673,"RP-L v1.3.1","rocket_pool"
269032,3989716,"RP-BN v1.4.1","rocket_pool"
275446,3989717,"RP-N v1.2.4","rocket_pool"
313361,3990329,"RP-N v1.2.4","rocket_pool"
328596,3990020,"RP-N v1.2.4","rocket_pool"
276296,3989857,"Rocket Pool ⚡️Allnodes","rocket_pool"
295379,3989873,"RP-N v1.2.4","rocket_pool"
262943,3990235,"RP-GL v1.4.1","rocket_pool"
299495,3990287,"RP-GL v1.4.1","rocket_pool"
332254,3990476,"RP-GL v1.4.1","rocket_pool"
268302,3990386,"RP-GL v1.4.1","rocket_pool"
260737,3990883,"Rocket Pool ⚡️Allnodes","rocket_pool"
266455,3990943,"RP-L v1.2.1","rocket_pool"
325006,3990987,"RP-N v1.2.4","rocket_pool"
278456,3991002,"RP-GN v1.4.1 (Benni_Was_Here)","rocket_pool"
268595,3991009,"RP-GL v1.4.1 (ar-rpl)","rocket_pool"
296839,3991166,"RP-GL v1.4.0","rocket_pool"
274811,3990580,"RP-BL v1.4.1 (allsilent)","rocket_pool"
276501,3991444,"Rocket Pool ⚡️Allnodes","rocket_pool"
261680,3991311,"RP-GL v1.4.1","rocket_pool"
264236,3991844,"RP-GN v1.4.1","rocket_pool"
269048,3990715,"RP-BN v1.4.1","rocket_pool"
270660,3990778,"Rocket Pool ⚡️Allnodes","rocket_pool"
262830,3990823,"RP-T v1.3.1","rocket_pool"
275514,3991538,"RP-T v1.0.0 (ETH)","rocket_pool"
275226,3991540,"RP-XL v1.4.1","rocket_pool"
314841,3991715,"RP-N v1.2.4","rocket_pool"
299495,3991758,"RP-GL v1.4.1","rocket_pool"
370266,3992276,"RP-GT v1.4.1","rocket_pool"
268479,3991921,"Rocket Pool ⚡️Allnodes","rocket_pool"
276503,3992062,"RP-GL v1.4.1","rocket_pool"
271854,3992147,"RP-NN v1.4.1 (meek was here)","rocket_pool"
280384,3992598,"Rocket Pool ⚡️Allnodes","rocket_pool"
324764,3992480,"RP-N v1.2.4","rocket_pool"
294748,3992540,"Rocket Pool ⚡️Allnodes","rocket_pool"
300220,3992912,"Rocket Pool ⚡️Allnodes","rocket_pool"
266934,3992989,"RP-L 1.3.0 (Guncheck's Block)","rocket_pool"
391306,3993207,"","rocket_pool"
266616,3993258,"Rocket Pool ⚡️Allnodes","rocket_pool"
324859,3992391,"RP-N v1.2.4","rocket_pool"
267423,3992406,"Rocket Pool ⚡️Allnodes","rocket_pool"
312916,3992439,"RP-N v1.2.4","rocket_pool"
261286,3992444,"RP-GL v1.4.1","rocket_pool"
316308,3992450,"Rocket Pool ⚡️Allnodes","rocket_pool"
261293,3992742,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
314074,3992754,"RP-N v1.2.4","rocket_pool"
299510,3992845,"RP-GL v1.4.1","rocket_pool"
287732,3992856,"RP-GL v1.4.0","rocket_pool"
266945,3993098,"Memlax-RP","rocket_pool"
260557,3993118,"RP-GP v1.4.1 (Rocketpool)","rocket_pool"
312398,3993569,"RP-GL v1.4.1","rocket_pool"
268892,3993589,"Lighthouse/v2.3.0-6f73298","rocket_pool"
314202,3993628,"RP-N v1.2.4","rocket_pool"
323039,3993646,"RP-N v1.2.4","rocket_pool"
311659,3993666,"RP-GL v1.4.1","rocket_pool"
274810,3993365,"RP-BL v1.4.1 (allsilent)","rocket_pool"
314521,3992712,"RP-NN v1.4.1 (meek was here)","rocket_pool"
313217,3992720,"RP-GL v1.4.1","rocket_pool"
292706,3994020,"RP-BT v1.4.1 (Mr Fox)","rocket_pool"
312992,3993776,"RP-N v1.2.4","rocket_pool"
344743,3993875,"RP-GL v1.4.1 (I love you Jenny)","rocket_pool"
267424,3993915,"RP-GP v1.4.1","rocket_pool"
275470,3994046,"RP-N v1.2.4","rocket_pool"
260867,3994053,"RP-L v1.3.1","rocket_pool"
273209,3994083,"RP-NN v1.4.1 (meek was here)","rocket_pool"
263313,3994519,"RP-GP v1.4.0","rocket_pool"
278083,3994393,"RP-GT v1.4.0","rocket_pool"
289941,3994400,"RP-L 1.3.0 (dgn)","rocket_pool"
260557,3994484,"RP-GP v1.4.1 (Rocketpool)","rocket_pool"
301575,3994338,"RP-N v1.2.4","rocket_pool"
314191,3995305,"RP-N v1.2.4","rocket_pool"
260610,3994874,"RP-GL v1.4.0","rocket_pool"
295890,3995101,"RP-N v1.2.4","rocket_pool"
395744,3995137,"RP-T v1.3.1","rocket_pool"
274397,3994978,"RP-L v1.2.4","rocket_pool"
268264,3994982,"RP-L v1.2.4 (poop)","rocket_pool"
274276,3995728,"Rocket Pool ⚡️Allnodes","rocket_pool"
279971,3995752,"RP-L v1.2.3","rocket_pool"
273548,3995783,"Rocket Pool ⚡️Allnodes","rocket_pool"
386682,3995831,"Rocket Pool ⚡️Allnodes","rocket_pool"
388840,3995883,"Rocket Pool ⚡️Allnodes","rocket_pool"
293617,3995628,"RP-GL v1.4.1 (RP4LIFE)","rocket_pool"
290022,3996001,"RP-GL v1.4.1","rocket_pool"
313360,3995687,"RP-N v1.2.4","rocket_pool"
367663,3995705,"RP-GL v1.4.1 (Kobe the dog)","rocket_pool"
300451,3995913,"RP-N v1.2.4","rocket_pool"
271675,3995932,"RP-NN v1.4.1 (meek was here)","rocket_pool"
273223,3995985,"RP-P 1.3.0 (Meong)","rocket_pool"
291059,3996058,"RP-BN v1.4.1 (Hitsuzen.eth)","rocket_pool"
262426,3996094,"RP-L v1.2.4","rocket_pool"
324529,3996101,"RP-L v1.2.3 (I'm a noob)","rocket_pool"
267529,3996392,"RP-GL v1.4.1 (Answer is 42)","rocket_pool"
273202,3996264,"RP-N v1.2.4","rocket_pool"
266955,3996444,"RP-L 1.3.0 (Guncheck's Block)","rocket_pool"
324841,3996299,"RP-GL v1.4.1 (i <3 bananas)","rocket_pool"
293645,3996328,"RP-BT v1.4.1 (Mr Fox)","rocket_pool"
310483,3996487,"RP-GL v1.4.1","rocket_pool"
263528,3996356,"RP-GL v1.4.1","rocket_pool"
281294,3996367,"RP-GT v1.4.1","rocket_pool"
294918,3996381,"Rocket Pool ⚡️Allnodes","rocket_pool"
395050,3996672,"Rocket Pool ⚡️Allnodes","rocket_pool"
260714,3996558,"RP-GL v1.4.1","rocket_pool"
267707,3996563,"RP-L v1.2.4 (poop)","rocket_pool"
273844,3996765,"RP-L v1.2.4","rocket_pool"
281751,3996846,"RP-L v1.3.1","rocket_pool"
260691,3996866,"RP-BN v1.4.1 (loveprevailsall)","rocket_pool"
292274,3996869,"RP-GL v1.4.1","rocket_pool"
267723,3996931,"RP-GL v1.4.1","rocket_pool"
267702,3996780,"RP-GP v1.4.1 (ar-rpl)","rocket_pool"
263499,3996785,"RP-T v1.3.1 (deukeyLovesJulie)","rocket_pool"
268907,3997907,"Lighthouse/v2.3.0-6f73298","rocket_pool"
312086,3997010,"RP-GL v1.4.1","rocket_pool"
285283,3997012,"RP-NN v1.4.1 (meek was here)","rocket_pool"
263379,3997053,"RP-GT v1.4.0","rocket_pool"
260555,3997326,"Amber x Lumine","rocket_pool"
275284,3997514,"RP-N v1.2.4","rocket_pool"
313220,3997547,"RP-N v1.2.4","rocket_pool"
269181,3997940,"Rocket Pool ⚡️Allnodes","rocket_pool"
395798,3997981,"RP-T v1.3.1","rocket_pool"
276068,3998042,"Rocket Pool ⚡️Allnodes","rocket_pool"
274587,3998183,"RP-L v1.2.4","rocket_pool"
346931,3998235,"RP-L 1.3.0 (songadaymann)","rocket_pool"
395056,3998333,"RP-GL v1.4.0","rocket_pool"
268894,3998395,"Lighthouse/v2.3.0-6f73298","rocket_pool"
274395,3998485,"RP-L v1.2.4","rocket_pool"
260915,3998527,"RP-GL v1.4.1 (CJ727)","rocket_pool"
267727,3998555,"Rocket Pool ⚡️Allnodes","rocket_pool"
264241,3998586,"Rocket Pool ⚡️Allnodes","rocket_pool"
332247,3998753,"RP-GL v1.4.1","rocket_pool"
257537,3998759,"RP-GL v1.4.1","rocket_pool"
326577,3998770,"RP-N v1.2.4","rocket_pool"
278080,3998788,"RP-NN v1.4.1 (meek was here)","rocket_pool"
295769,3998834,"RP-N v1.2.4","rocket_pool"
273567,3998851,"Nimbus/v22.5.2-f124f2-stateofus","rocket_pool"
268813,3998965,"RP-GP v1.4.1","rocket_pool"
260564,3998993,"RP-NN v1.4.1","rocket_pool"
326647,3999169,"RP-XL v1.4.1 (wocket pool yay)","rocket_pool"
273216,3999198,"RP-NN v1.4.1 (meek was here)","rocket_pool"
267000,3999216,"RP-GT v1.4.1 (~ETH IS TRUTH~)","rocket_pool"
299446,3999353,"RP-GL v1.4.1","rocket_pool"
382898,3999435,"Rocket Pool ⚡️Allnodes","rocket_pool"
268332,3999500,"RP-GL v1.4.1","rocket_pool"
349319,3999525,"RP-L v1.2.4 (bluongy)","rocket_pool"
267543,3999569,"RP-NL v1.4.1","rocket_pool"
306328,3999648,"RP-GL v1.4.1","rocket_pool"
332114,3999674,"RP-L v1.2.4 (poop)","rocket_pool"
260925,3999698,"RP-GT v1.4.1 (eissaaaaa)","rocket_pool"
314840,3999807,"RP-N v1.2.4","rocket_pool"
304057,3999827,"RP-GL v1.4.1","rocket_pool"
264763,3999858,"RP-GT v1.4.1","rocket_pool"
263475,3999984,"RP-T v1.3.1","rocket_pool"
270742,4000044,"Rocket Pool ⚡️Allnodes","rocket_pool"
326371,4000051,"RP-N v1.2.4","rocket_pool"
395818,4000071,"RP-T v1.3.1","rocket_pool"
332245,4000267,"RP-GL v1.4.1","rocket_pool"
263406,4000332,"RP-GT v1.4.1","rocket_pool"
268917,4000409,"RP-BN v1.4.1","rocket_pool"
275271,4000492,"Rocket Pool ⚡️Allnodes","rocket_pool"
267921,4000523,"RP-L v1.2.4","rocket_pool"
395356,4000586,"RP-GT v1.4.1 (Jay Mataji)","rocket_pool"
261360,4000611,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
264236,4000657,"RP-GN v1.4.1","rocket_pool"
384943,4000717,"RP-GT v1.4.1 (mouse)","rocket_pool"
260725,4000727,"RP-BT v1.4.1 (Wuzaah)","rocket_pool"
299992,4000732,"RP-GL v1.4.1 (WhoIsJohnGalt?)","rocket_pool"
271670,4000735,"RP-NN v1.4.1 (meek was here)","rocket_pool"
267911,4000778,"RP-NL v1.4.1","rocket_pool"
260643,4000797,"RP-BL v1.4.1","rocket_pool"
260547,4000945,"RP-XL v1.4.1 (coffeehouse)","rocket_pool"
326365,4001017,"RP-N v1.2.4","rocket_pool"
313305,4001223,"RP-N v1.2.4","rocket_pool"
272652,4001230,"RP-NN v1.4.1 (meek was here)","rocket_pool"
315289,4001236,"RP-L 1.3.0","rocket_pool"
266717,4001256,"RP-BT v1.4.1","rocket_pool"
284503,4001363,"RP-GL v1.4.1 (Pura Vida)","rocket_pool"
308769,4001383,"RP-GL v1.4.1","rocket_pool"
284238,4001416,"RP-IP v1.4.0","rocket_pool"
276058,4001469,"RP-BL v1.4.1 (allsilent)","rocket_pool"
364606,4001514,"RP-GL v1.4.1 (DYKTMM)","rocket_pool"
295404,4001528,"RP-N v1.2.4","rocket_pool"
302369,4001829,"RP-GL v1.4.1","rocket_pool"
265992,4001867,"Rocket Pool ⚡️Allnodes","rocket_pool"
354415,4001948,"RP-BT v1.4.1","rocket_pool"
332230,4002049,"RP-GL v1.4.1","rocket_pool"
262311,4002136,"RP-GP v1.4.0 (rocketpoolnode)","rocket_pool"
260704,4002151,"RP-GP v1.4.1 (vanities)","rocket_pool"
312064,4002372,"RP-GT v1.4.1 (Hi Archer)","rocket_pool"
313893,4002507,"RP-NN v1.4.1 (meek was here)","rocket_pool"
331626,4002669,"RP-N v1.2.4","rocket_pool"
264799,4002675,"Je me souviens","rocket_pool"
268563,4002682,"RP-BL v1.4.1 (eth=legitimacy)","rocket_pool"
299490,4002773,"RP-GL v1.4.1","rocket_pool"
282510,4002812,"RP-NN v1.4.1 (meek was here)","rocket_pool"
308924,4002815,"Rocket Pool ⚡️Allnodes","rocket_pool"
273553,4002836,"Rocket Pool ⚡️Allnodes","rocket_pool"
312353,4002883,"RP-NN v1.4.1 (meek was here)","rocket_pool"
332833,4002925,"RP-GL v1.4.1","rocket_pool"
314067,4003101,"RP-N v1.2.4","rocket_pool"
307315,4003113,"RP-N v1.2.4","rocket_pool"
302377,4003133,"RP-P 1.3.0","rocket_pool"
303848,4003268,"RP-GL v1.4.1","rocket_pool"
299572,4003301,"RP-GL v1.4.1","rocket_pool"
315083,4003329,"RP-N v1.2.4","rocket_pool"
272645,4003339,"RP-NN v1.4.1 (meek was here)","rocket_pool"
296806,4003480,"PK-NET 01","rocket_pool"
263509,4003584,"RP-T v1.3.1","rocket_pool"
275464,4003712,"RP-N v1.2.4","rocket_pool"
326599,4003759,"RP-GL v1.4.1","rocket_pool"
287721,4003859,"RP-GT v1.4.1","rocket_pool"
299112,4003904,"RP-GL v1.4.0","rocket_pool"
329459,4003917,"RP-N v1.2.4","rocket_pool"
267376,4004000,"Rocket Pool ⚡️Allnodes","rocket_pool"
261247,4004071,"RP-GL v1.4.1 (med rare)","rocket_pool"
395265,4004139,"Rocket Pool ⚡️Allnodes","rocket_pool"
264779,4004140,"Rocket Pool ⚡️Allnodes","rocket_pool"
263517,4004442,"RP-GL v1.4.1 (superphiz)","rocket_pool"
260571,4004473,"RP-GL v1.4.1","rocket_pool"
300924,4004569,"Rocket Pool ⚡️Allnodes","rocket_pool"
309077,4004601,"RP-NL v1.4.1 (RocketPoolRocket)","rocket_pool"
267708,4004606,"RP-GL v1.4.1","rocket_pool"
268480,4004666,"RP-GP v1.4.1","rocket_pool"
265514,4004685,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
277214,4004721,"Rocket Pool ⚡️Allnodes","rocket_pool"
320689,4004868,"Rocket Pool ⚡️Allnodes","rocket_pool"
271538,4004873,"RP-NN v1.4.1 (meek was here)","rocket_pool"
296623,4004916,"Rocket Pool ⚡️Allnodes","rocket_pool"
311111,4005002,"RP-GL v1.4.1","rocket_pool"
274598,4005123,"RP-NN v1.4.1 (meek was here)","rocket_pool"
282213,4005172,"RP-GL v1.4.1","rocket_pool"
287721,4005360,"RP-GT v1.4.1","rocket_pool"
260706,4005421,"RP-BL v1.4.1 (peace is a lie)","rocket_pool"
314572,4005519,"RP-GL v1.4.0","rocket_pool"
273206,4005577,"RP-GL v1.4.1","rocket_pool"
395760,4005639,"RP-T v1.3.1","rocket_pool"
261767,4005659,"RP-GL v1.4.1","rocket_pool"
264805,4005750,"RP-GL v1.4.1","rocket_pool"
267428,4005802,"RP-GP v1.4.1","rocket_pool"
310479,4005852,"RP-GT v1.4.1","rocket_pool"
275208,4006389,"RP-IP v1.4.0","rocket_pool"
272819,4006525,"RP-N v1.2.4","rocket_pool"
275228,4006609,"RP-GN v1.4.1","rocket_pool"
260601,4006728,"RP-GN v1.4.1 (<3)","rocket_pool"
264794,4006777,"Rocket Pool ⚡️Allnodes","rocket_pool"
307254,4006894,"RP-N v1.2.4","rocket_pool"
351978,4007011,"RP-GP v1.4.1 (vanGog)","rocket_pool"
313114,4007057,"RP-N v1.2.4","rocket_pool"
293673,4007260,"RP-L v1.3.1 (Ultraviolet)","rocket_pool"
256453,4007276,"RP-GL v1.4.1 (DD <3 RP)","rocket_pool"
260951,4007293,"Rocket Pool ⚡️Allnodes","rocket_pool"
263909,4007303,"RP-GT v1.4.0","rocket_pool"
329425,4007353,"RP-GT v1.4.1","rocket_pool"
391180,4007426,"AVADO","rocket_pool"
312332,4007638,"RP-NN v1.4.1 (meek was here)","rocket_pool"
282694,4007642,"RP-BN v1.4.1","rocket_pool"
275280,4007686,"RP-N v1.2.4","rocket_pool"
289633,4007878,"RP-L 1.3.0 (Its in the Vault)","rocket_pool"
260705,4008015,"RP-L v1.2.4","rocket_pool"
288995,4008062,"RP-GN v1.4.1","rocket_pool"
328591,4008121,"RP-N v1.2.4","rocket_pool"
268285,4008170,"RP-GL v1.4.1","rocket_pool"
272815,4008192,"RP-N v1.2.4","rocket_pool"
306870,4008371,"RP-N v1.2.4","rocket_pool"
282275,4008403,"RP-L v1.3.1 (NEON CLAW)","rocket_pool"
271088,4008608,"RP-GL v1.4.1","rocket_pool"
305626,4008666,"RP-GL v1.4.1","rocket_pool"
260724,4008764,"RP-GL v1.4.1","rocket_pool"
293778,4008813,"Rocket Pool ⚡️Allnodes","rocket_pool"
256316,4009015,"RP-GL v1.4.1 (superphiz)","rocket_pool"
282509,4009043,"RP-GL v1.4.0","rocket_pool"
292594,4009246,"Rocket Pool ⚡️Allnodes","rocket_pool"
272830,4009399,"RP-N v1.2.4","rocket_pool"
266287,4009522,"RP-GN v1.4.1 (BakedEnt da king)","rocket_pool"
338410,4009593,"RP-P v1.3.1","rocket_pool"
260949,4009623,"RP-BN v1.4.1","rocket_pool"
306996,4009842,"RP-GL v1.4.1","rocket_pool"
330314,4009869,"RP-N v1.2.4","rocket_pool"
386458,4009941,"RP-P 1.3.0 (Livi&Jaxi<34ever)","rocket_pool"
268293,4010039,"RP-XL v1.4.1","rocket_pool"
268556,4010097,"RP-GL v1.4.1","rocket_pool"
313783,4010106,"RP-GL v1.4.1","rocket_pool"
272815,4010446,"RP-N v1.2.4","rocket_pool"
277523,4010473,"RP-GT v1.4.0","rocket_pool"
331845,4010524,"Rocket Pool ⚡️Allnodes","rocket_pool"
306239,4010650,"RP-GL v1.4.1","rocket_pool"
313406,4010708,"RP-N v1.2.4","rocket_pool"
308811,4010908,"RP-GL v1.4.1","rocket_pool"
262576,4011046,"RP-GL v1.4.0 (DaveIsGod)","rocket_pool"
370060,4011117,"RP-GL v1.4.1 (DYKTMM)","rocket_pool"
326587,4011230,"RP-N v1.2.4","rocket_pool"
325649,4011293,"RP-GN v1.4.1 (Hi S L Z)","rocket_pool"
260582,4011321,"RP-GL v1.4.0","rocket_pool"
275819,4011352,"RP-N v1.2.4","rocket_pool"
269538,4011449,"Rocket Pool ⚡️Allnodes","rocket_pool"
299577,4011515,"RP-GL v1.4.1","rocket_pool"
334608,4011566,"RP-T v1.2.4","rocket_pool"
260918,4011731,"RP-GL v1.4.1 (CJ727)","rocket_pool"
299468,4011784,"RP-GL v1.4.1","rocket_pool"
314541,4011920,"RP-GL v1.4.1","rocket_pool"
260770,4011961,"RP-BT v1.4.0","rocket_pool"
312922,4011994,"RP-N v1.2.4","rocket_pool"
268143,4012049,"RP-L v1.3.1 (sw00t)","rocket_pool"
333943,4012171,"RP-GL v1.4.1","rocket_pool"
262711,4012206,"RP-GL v1.4.1 (ar-rpl)","rocket_pool"
272661,4012207,"Rocket Pool ⚡️Allnodes","rocket_pool"
307254,4012222,"RP-N v1.2.4","rocket_pool"
274601,4012416,"RP-GN v1.4.1 (1ac-future)","rocket_pool"
280556,4012441,"RP-GT v1.4.1 (LoveYouForeverMM)","rocket_pool"
282990,4012577,"RP-GT v1.4.1","rocket_pool"
256438,4012637,"RP-L 1.3.0 (dgn)","rocket_pool"
291735,4012675,"RP-GL v1.4.1","rocket_pool"
296815,4012731,"RP-BT v1.4.1 (Mr Fox)","rocket_pool"
395763,4012829,"RP-T v1.3.1","rocket_pool"
267680,4013102,"RP-XL v1.4.1","rocket_pool"
302377,3997864,"RP-P 1.3.0","rocket_pool"
362164,4013238,"Avado Teku","rocket_pool"
315085,4013293,"RP-N v1.2.4","rocket_pool"
266981,4013384,"RP-GP v1.4.1","rocket_pool"
263374,4013467,"RP-GL v1.4.1","rocket_pool"
335530,4013505,"RP-P v1.3.1 (+1 psilocybin)","rocket_pool"
262813,4013526,"RP-XT v1.4.1","rocket_pool"
272835,4013635,"Rocket Pool ⚡️Allnodes","rocket_pool"
387586,4013682,"RP-GT v1.4.1","rocket_pool"
267730,4013702,"RP-GT v1.4.1 (~ETH IS TRUTH~)","rocket_pool"
395789,4013750,"RP-T v1.3.1","rocket_pool"
288246,4013826,"Rocket Pool ⚡️Allnodes","rocket_pool"
263509,4013887,"RP-XT v1.4.1","rocket_pool"
285283,4013929,"RP-NN v1.4.1 (meek was here)","rocket_pool"
303030,4013930,"RP-GL v1.4.1 (wortels)","rocket_pool"
273201,4014045,"RP-N v1.2.4","rocket_pool"
310264,4014194,"RP-GL v1.4.1","rocket_pool"
331322,4014206,"RP-GL v1.4.1","rocket_pool"
260931,4014219,"RP-GT v1.4.1 (eissaaaaa)","rocket_pool"
395780,4014316,"RP-T v1.3.1","rocket_pool"
275457,4014324,"RP-N v1.2.4","rocket_pool"
263807,4014399,"RP-GT v1.4.0","rocket_pool"
332657,4014552,"RP-L 1.3.0","rocket_pool"
273565,4014607,"RP-GT v1.4.1 (jackiepoo.eth)","rocket_pool"
315090,4014695,"RP-N v1.2.4","rocket_pool"
262321,4014709,"RP-BT v1.4.1","rocket_pool"
302369,4014711,"RP-GL v1.4.1","rocket_pool"
306240,4014735,"RP-GL v1.4.1","rocket_pool"
268882,4014792,"RP-GT v1.4.1","rocket_pool"
279292,4014937,"RP-T 1.3.0","rocket_pool"
264776,4014968,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
299459,4014973,"RP-GT v1.4.1","rocket_pool"
267450,4015034,"RP-XL v1.4.1 (WithLoveFromNYC!)","rocket_pool"
264241,4015083,"Rocket Pool ⚡️Allnodes","rocket_pool"
302987,4015113,"Rocket Pool ⚡️Allnodes","rocket_pool"
329551,4015231,"RP-L v1.2.1","rocket_pool"
299446,4015290,"RP-GL v1.4.1","rocket_pool"
282988,4015302,"RP-L v1.2.4","rocket_pool"
295379,4015318,"RP-N v1.2.4","rocket_pool"
331685,4015325,"Avado Teku","rocket_pool"
385980,4015372,"RP-GN v1.4.1","rocket_pool"
332079,4015383,"RP-XL v1.4.1 (wocket pool yay)","rocket_pool"
286956,4015397,"RP-GL v1.4.1","rocket_pool"
385780,4015516,"RP-BT v1.4.1","rocket_pool"
260703,4015528,"Rocket Pool ⚡️Allnodes","rocket_pool"
395758,4015906,"RP-T v1.3.1","rocket_pool"
334008,4016075,"Rocket Pool ⚡️Allnodes","rocket_pool"
314184,4016143,"RP-N v1.2.4","rocket_pool"
314346,4016170,"RP-N v1.2.4","rocket_pool"
261346,4016226,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
330314,4016285,"RP-N v1.2.4","rocket_pool"
335766,4016381,"Rocket Pool ⚡️Allnodes","rocket_pool"
276812,4016391,"RP-GL v1.4.1 (Meditate)","rocket_pool"
263517,4016411,"RP-GL v1.4.1 (superphiz)","rocket_pool"
262128,4016477,"Rocket Pool ⚡️Allnodes","rocket_pool"
355828,4016636,"RP-N v1.3.1 (Diana I love you)","rocket_pool"
261327,4016653,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
277524,4016664,"RP-GT v1.4.0","rocket_pool"
332671,4016732,"RP-L 1.3.0","rocket_pool"
299117,4016844,"RP-GL v1.4.1","rocket_pool"
396288,4016877,"RP-XL v1.4.1","rocket_pool"
393968,4016883,"RP-L v1.3.1 (Im A Rocket!)","rocket_pool"
261301,4016930,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
268004,4016941,"RP-GN v1.4.1","rocket_pool"
277438,4017045,"RP-NN v1.4.1 (meek was here)","rocket_pool"
393877,4017059,"Rocket Pool ⚡️Allnodes","rocket_pool"
327848,4017118,"RP-N v1.2.4","rocket_pool"
305009,4017165,"RP-GL v1.4.1","rocket_pool"
277377,4017254,"RP-GL v1.4.1 (Meditate)","rocket_pool"
